1250,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),activo,D,cuenta,3,12,0,0,0,,
125005,ACCIONES,activo,D,subcuenta,4,1250,0,0,0,,
12500501,Acciones,activo,D,auxiliar,5,125005,1,0,0,,
125010,CUOTAS O PARTES DE INTERES SOCIAL,activo,D,subcuenta,4,1250,0,0,0,,
12501001,Cuotas o partes de interes social,activo,D,auxiliar,5,125010,1,0,0,,
125015,BONOS,activo,D,subcuenta,4,1250,0,0,0,,
12501501,Bonos,activo,D,auxiliar,5,125015,1,0,0,,
125020,CEDULAS,activo,D,subcuenta,4,1250,0,0,0,,
12502001,Cedulas,activo,D,auxiliar,5,125020,1,0,0,,
125025,CERTIFICADOS,activo,D,subcuenta,4,1250,0,0,0,,
12502501,Certificados,activo,D,auxiliar,5,125025,1,0,0,,
125030,PAPELES COMERCIALES,activo,D,subcuenta,4,1250,0,0,0,,
12503001,Papeles comerciales,activo,D,auxiliar,5,125030,1,0,0,,
125035,TITULOS,activo,D,subcuenta,4,1250,0,0,0,,
12503501,Titulos,activo,D,auxiliar,5,125035,1,0,0,,
125040,ACEPTACIONES BANCARIAS O FINANCIERAS,activo,D,subcuenta,4,1250,0,0,0,,
12504001,Aceptaciones bancarias o financieras,activo,D,auxiliar,5,125040,1,0,0,,
125095,OTROS,activo,D,subcuenta,4,1250,0,0,0,,
12509501,Otros,activo,D,auxiliar,5,125095,1,0,0,,
1255,OBLIGATORIAS,activo,D,cuenta,3,12,0,0,0,,
125505,BONOS DE FINANCIAMIENTO ESPECIAL,activo,D,subcuenta,4,1255,0,0,0,,
12550501,Bonos de financiamiento especial,activo,D,auxiliar,5,125505,1,0,0,,
125510,BONOS DE FINANCIAMIENTO PRESUPUESTAL,activo,D,subcuenta,4,1255,0,0,0,,
12551001,Bonos de financiamiento presupuestal,activo,D,auxiliar,5,125510,1,0,0,,
125515,BONOS PARA DESARROLLO SOCIAL Y SEGURIDAD INTERNA (BDSI),activo,D,subcuenta,4,1255,0,0,0,,
12551501,Bonos para desarrollo social y seguridad interna (BDSI),activo,D,auxiliar,5,125515,1,0,0,,
125595,OTRAS,activo,D,subcuenta,4,1255,0,0,0,,
12559501,Otras,activo,D,auxiliar,5,125595,1,0,0,,
1260,CUENTAS EN PARTICIPACION,activo,D,cuenta,3,12,0,0,0,,
1295,OTRAS INVERSIONES,activo,D,cuenta,3,12,0,0,0,,
129505,APORTES EN COOPERATIVAS,activo,D,subcuenta,4,1295,0,0,0,,
12950501,Aportes en cooperativas,activo,D,auxiliar,5,129505,1,0,0,,
129510,DERECHOS EN CLUBES SOCIALES,activo,D,subcuenta,4,1295,0,0,0,,
12951001,Derechos en clubes sociales,activo,D,auxiliar,5,129510,1,0,0,,
129515,ACCIONES O DERECHOS EN CLUBES DEPORTIVOS,activo,D,subcuenta,4,1295,0,0,0,,
12951501,Acciones o derechos en clubes deportivos,activo,D,auxiliar,5,129515,1,0,0,,
129520,BONOS EN COLEGIOS,activo,D,subcuenta,4,1295,0,0,0,,
12952001,Bonos en colegios,activo,D,auxiliar,5,129520,1,0,0,,
129595,DIVERSAS,activo,D,subcuenta,4,1295,0,0,0,,
12959501,Diversas,activo,D,auxiliar,5,129595,1,0,0,,
1299,PROVISIONES,activo,D,cuenta,3,12,0,0,0,,
129905,ACCIONES,activo,D,subcuenta,4,1299,0,0,0,,
12990501,Acciones,activo,D,auxiliar,5,129905,1,0,0,,
129910,CUOTAS O PARTES DE INTERES SOCIAL,activo,D,subcuenta,4,1299,0,0,0,,
12991001,Cuotas o partes de interes social,activo,D,auxiliar,5,129910,1,0,0,,
129915,BONOS,activo,D,subcuenta,4,1299,0,0,0,,
12991501,Bonos,activo,D,auxiliar,5,129915,1,0,0,,
129920,CEDULAS,activo,D,subcuenta,4,1299,0,0,0,,
12992001,Cedulas,activo,D,auxiliar,5,129920,1,0,0,,
129925,CERTIFICADOS,activo,D,subcuenta,4,1299,0,0,0,,
12992501,Certificados,activo,D,auxiliar,5,129925,1,0,0,,
129930,PAPELES COMERCIALES,activo,D,subcuenta,4,1299,0,0,0,,
12993001,Papeles comerciales,activo,D,auxiliar,5,129930,1,0,0,,
129935,TITULOS,activo,D,subcuenta,4,1299,0,0,0,,
12993501,Titulos,activo,D,auxiliar,5,129935,1,0,0,,
129940,ACEPTACIONES BANCARIAS O FINANCIERAS,activo,D,subcuenta,4,1299,0,0,0,,
12994001,Aceptaciones bancarias o financieras,activo,D,auxiliar,5,129940,1,0,0,,
129945,DERECHOS FIDUCIARIOS,activo,D,subcuenta,4,1299,0,0,0,,
12994501,Derechos fiduciarios,activo,D,auxiliar,5,129945,1,0,0,,
129950,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS,activo,D,subcuenta,4,1299,0,0,0,,
12995001,Derechos de recompra de inversiones negociadas,activo,D,auxiliar,5,129950,1,0,0,,
129955,OBLIGATORIAS,activo,D,subcuenta,4,1299,0,0,0,,
12995501,Obligatorias,activo,D,auxiliar,5,129955,1,0,0,,
129960,CUENTAS EN PARTICIPACION,activo,D,subcuenta,4,1299,0,0,0,,
12996001,Cuentas en participacion,activo,D,auxiliar,5,129960,1,0,0,,
129995,OTRAS INVERSIONES,activo,D,subcuenta,4,1299,0,0,0,,
12999501,Otras inversiones,activo,D,auxiliar,5,129995,1,0,0,,
13,DEUDORES,activo,D,grupo,2,1,0,0,0,,
1305,CLIENTES,activo,D,cuenta,3,13,0,0,0,,
130505,NACIONALES,activo,D,subcuenta,4,1305,0,0,0,,
13050501,Nacionales,activo,D,auxiliar,5,130505,1,0,0,,
130510,DEL EXTERIOR,activo,D,subcuenta,4,1305,0,0,0,,
13051001,Del exterior,activo,D,auxiliar,5,130510,1,0,0,,
130515,DEUDORES DEL SISTEMA,activo,D,subcuenta,4,1305,0,0,0,,
13051501,Deudores del sistema,activo,D,auxiliar,5,130515,1,0,0,,
1310,CUENTAS CORRIENTES COMERCIALES,activo,D,cuenta,3,13,0,0,0,,
131005,CASA MATRIZ,activo,D,subcuenta,4,1310,0,0,0,,
13100501,Casa matriz,activo,D,auxiliar,5,131005,1,0,0,,
131010,COMPAÑIAS VINCULADAS,activo,D,subcuenta,4,1310,0,0,0,,
13101001,Compañias vinculadas,activo,D,auxiliar,5,131010,1,0,0,,
131015,ACCIONISTAS O SOCIOS,activo,D,subcuenta,4,1310,0,0,0,,
13101501,Accionistas o socios,activo,D,auxiliar,5,131015,1,0,0,,
131020,PARTICULARES,activo,D,subcuenta,4,1310,0,0,0,,
13102001,Particulares,activo,D,auxiliar,5,131020,1,0,0,,
131095,OTRAS,activo,D,subcuenta,4,1310,0,0,0,,
13109501,Otras,activo,D,auxiliar,5,131095,1,0,0,,
1315,CUENTAS POR COBRAR A CASA MATRIZ,activo,D,cuenta,3,13,0,0,0,,
131505,VENTAS,activo,D,subcuenta,4,1315,0,0,0,,
13150501,Ventas,activo,D,auxiliar,5,131505,1,0,0,,
131510,PAGOS A NOMBRE DE CASA MATRIZ,activo,D,subcuenta,4,1315,0,0,0,,
13151001,Pagos a nombre de casa matriz,activo,D,auxiliar,5,131510,1,0,0,,
131515,VALORES RECIBIDOS POR CASA MATRIZ,activo,D,subcuenta,4,1315,0,0,0,,
13151501,Valores recibidos por casa matriz,activo,D,auxiliar,5,131515,1,0,0,,
131520,PRESTAMOS,activo,D,subcuenta,4,1315,0,0,0,,
13152001,Prestamos,activo,D,auxiliar,5,131520,1,0,0,,
1320,CUENTAS POR COBRAR A VINCULADOS ECONOMICOS,activo,D,cuenta,3,13,0,0,0,,
132005,FILIALES,activo,D,subcuenta,4,1320,0,0,0,,
13200501,Filiales,activo,D,auxiliar,5,132005,1,0,0,,
132010,SUBSIDIARIAS,activo,D,subcuenta,4,1320,0,0,0,,
13201001,Subsidiarias,activo,D,auxiliar,5,132010,1,0,0,,
132015,SUCURSALES,activo,D,subcuenta,4,1320,0,0,0,,
13201501,Sucursales,activo,D,auxiliar,5,132015,1,0,0,,
1323,CUENTAS POR COBRAR A DIRECTORES,activo,D,cuenta,3,13,0,0,0,,
1325,CUENTAS POR COBRAR A SOCIOS Y ACCIONISTAS,activo,D,cuenta,3,13,0,0,0,,
132505,A SOCIOS,activo,D,subcuenta,4,1325,0,0,0,,
13250501,A socios,activo,D,auxiliar,5,132505,1,0,0,,
132510,A ACCIONISTAS,activo,D,subcuenta,4,1325,0,0,0,,
13251001,A accionistas,activo,D,auxiliar,5,132510,1,0,0,,
1328,APORTES POR COBRAR,activo,D,cuenta,3,13,0,0,0,,
1330,ANTICIPOS Y AVANCES,activo,D,cuenta,3,13,0,0,0,,
133005,A PROVEEDORES,activo,D,subcuenta,4,1330,0,0,0,,
13300501,A proveedores,activo,D,auxiliar,5,133005,1,0,0,,
133010,A CONTRATISTAS,activo,D,subcuenta,4,1330,0,0,0,,
13301001,A contratistas,activo,D,auxiliar,5,133010,1,0,0,,
133015,A TRABAJADORES,activo,D,subcuenta,4,1330,0,0,0,,
13301501,A trabajadores,activo,D,auxiliar,5,133015,1,0,0,,
133020,A AGENTES,activo,D,subcuenta,4,1330,0,0,0,,
13302001,A agentes,activo,D,auxiliar,5,133020,1,0,0,,
133025,A CONCESIONARIOS,activo,D,subcuenta,4,1330,0,0,0,,
13302501,A concesionarios,activo,D,auxiliar,5,133025,1,0,0,,
133030,DE ADJUDICACIONES,activo,D,subcuenta,4,1330,0,0,0,,
13303001,De adjudicaciones,activo,D,auxiliar,5,133030,1,0,0,,
133095,OTROS,activo,D,subcuenta,4,1330,0,0,0,,
13309501,Otros,activo,D,auxiliar,5,133095,1,0,0,,
1332,CUENTAS DE OPERACION CONJUNTA,activo,D,cuenta,3,13,0,0,0,,
1335,DEPOSITOS,activo,D,cuenta,3,13,0,0,0,,
133505,PARA IMPORTACIONES,activo,D,subcuenta,4,1335,0,0,0,,
13350501,Para importaciones,activo,D,auxiliar,5,133505,1,0,0,,
133510,PARA SERVICIOS,activo,D,subcuenta,4,1335,0,0,0,,
13351001,Para servicios,activo,D,auxiliar,5,133510,1,0,0,,
133515,PARA CONTRATOS,activo,D,subcuenta,4,1335,0,0,0,,
13351501,Para contratos,activo,D,auxiliar,5,133515,1,0,0,,
133520,PARA RESPONSABILIDADES,activo,D,subcuenta,4,1335,0,0,0,,
13352001,Para responsabilidades,activo,D,auxiliar,5,133520,1,0,0,,
133525,PARA JUICIOS EJECUTIVOS,activo,D,subcuenta,4,1335,0,0,0,,
13352501,Para juicios ejecutivos,activo,D,auxiliar,5,133525,1,0,0,,
133530,PARA ADQUISICION DE ACCIONES- CUOTAS O DERECHOS SOCIALES,activo,D,subcuenta,4,1335,0,0,0,,
13353001,Para adquisicion de acciones- cuotas o derechos sociales,activo,D,auxiliar,5,133530,1,0,0,,
133535,EN GARANTIA,activo,D,subcuenta,4,1335,0,0,0,,
13353501,En garantia,activo,D,auxiliar,5,133535,1,0,0,,
133595,OTROS,activo,D,subcuenta,4,1335,0,0,0,,
13359501,Otros,activo,D,auxiliar,5,133595,1,0,0,,
1340,PROMESAS DE COMPRA VENTA,activo,D,cuenta,3,13,0,0,0,,
134005,DE BIENES RAICES,activo,D,subcuenta,4,1340,0,0,0,,
